date,district,n
2023-06-08,Falam,3
2023-06-08,Hakha,2
2023-06-08,Kawthoung,15
2023-06-08,Kengtung,23
2023-06-08,Maungdaw,2
2023-06-08,Muse,18
2023-06-08,Myawaddy,110
2023-06-08,Myeik,1
2023-06-08,Sittwe,3
2023-06-08,Tachileik,389
2023-06-08,Tamu,3
2023-06-09,Falam,5
2023-06-09,Hakha,2
2023-06-09,Kawthoung,15
2023-06-09,Kengtung,46
2023-06-09,Laukkaing,6
2023-06-09,Maungdaw,1
2023-06-09,Muse,24
2023-06-09,Myawaddy,107
2023-06-09,Myeik,3
2023-06-09,Sittwe,4
2023-06-09,Tachileik,382
2023-06-09,Tamu,3
2023-06-10,Falam,6
2023-06-10,Hakha,1
2023-06-10,Kawthoung,16
2023-06-10,Kengtung,35
2023-06-10,Maungdaw,1
2023-06-10,Muse,22
2023-06-10,Myawaddy,120
2023-06-10,Myeik,1
2023-06-10,Sittwe,1
2023-06-10,Tachileik,376
2023-06-10,Tamu,3
2023-07-01,Falam,6
2023-07-01,Hakha,41
2023-07-01,Kawthoung,66
2023-07-01,Kengtung,194
2023-07-01,Laukkaing,1
2023-07-01,Maungdaw,7
2023-07-01,Muse,58
2023-07-01,Myawaddy,215
2023-07-01,Myeik,98
2023-07-01,Myitkyina,1
2023-07-01,Sittwe,38
2023-07-01,Tachileik,646
2023-07-01,Tamu,12
2023-07-02,Falam,7
2023-07-02,Hakha,32
2023-07-02,Kawthoung,60
2023-07-02,Kengtung,65
2023-07-02,Maungdaw,4
2023-07-02,Muse,59
2023-07-02,Myawaddy,225
2023-07-02,Myeik,61
2023-07-02,Sittwe,30
2023-07-02,Tachileik,607
2023-07-02,Tamu,13
2023-07-03,Falam,4
2023-07-03,Hakha,46
2023-07-03,Kawthoung,99
2023-07-03,Kengtung,150
2023-07-03,Laukkaing,9
2023-07-03,Maungdaw,11
2023-07-03,Muse,116
2023-07-03,Myawaddy,324
2023-07-03,Myeik,131
2023-07-03,Myitkyina,4
2023-07-03,Sittwe,47
2023-07-03,Tachileik,718
2023-07-03,Tamu,24
2023-07-04,Falam,4
2023-07-04,Hakha,39
2023-07-04,Kawthoung,75
2023-07-04,Kengtung,76
2023-07-04,Laukkaing,1
2023-07-04,Maungdaw,8
2023-07-04,Muse,70
2023-07-04,Myawaddy,222
2023-07-04,Myeik,79
2023-07-04,Myitkyina,5
2023-07-04,Sittwe,41
2023-07-04,Tachileik,589
2023-07-04,Tamu,12
2023-07-05,Bhamo,1
2023-07-05,Falam,7
2023-07-05,Hakha,52
2023-07-05,Kawthoung,98
2023-07-05,Kengtung,116
2023-07-05,Laukkaing,4
2023-07-05,Maungdaw,6
2023-07-05,Muse,89
2023-07-05,Myawaddy,312
2023-07-05,Myeik,132
2023-07-05,Myitkyina,2
2023-07-05,Sittwe,53
2023-07-05,Tachileik,746
2023-07-05,Tamu,14
2023-07-06,Bhamo,1
2023-07-06,Falam,4
2023-07-06,Hakha,26
2023-07-06,Kawthoung,54
2023-07-06,Kengtung,74
2023-07-06,Laukkaing,1
2023-07-06,Maungdaw,7
2023-07-06,Muse,60
2023-07-06,Myawaddy,201
2023-07-06,Myeik,73
2023-07-06,Sittwe,31
2023-07-06,Tachileik,577
2023-07-06,Tamu,11
2023-07-07,Bhamo,1
2023-07-07,Falam,4
2023-07-07,Hakha,36
2023-07-07,Kawthoung,73
2023-07-07,Kengtung,133
2023-07-07,Laukkaing,5
2023-07-07,Maungdaw,4
2023-07-07,Muse,46
2023-07-07,Myawaddy,209
2023-07-07,Myeik,77
2023-07-07,Myitkyina,1
2023-07-07,Sittwe,34
2023-07-07,Tachileik,591
2023-07-07,Tamu,17
2023-07-08,Bhamo,1
2023-07-08,Falam,1
2023-07-08,Hakha,31
2023-07-08,Kawthoung,79
2023-07-08,Kengtung,72
2023-07-08,Laukkaing,4
2023-07-08,Maungdaw,5
2023-07-08,Muse,61
2023-07-08,Myawaddy,227
2023-07-08,Myeik,75
2023-07-08,Myitkyina,3
2023-07-08,Sittwe,34
2023-07-08,Tachileik,664
2023-07-08,Tamu,16
2023-07-09,Falam,2
2023-07-09,Hakha,27
2023-07-09,Kawthoung,68
2023-07-09,Kengtung,106
2023-07-09,Laukkaing,1
2023-07-09,Maungdaw,9
2023-07-09,Muse,57
2023-07-09,Myawaddy,181
2023-07-09,Myeik,76
2023-07-09,Myitkyina,2
2023-07-09,Sittwe,43
2023-07-09,Tachileik,572
2023-07-09,Tamu,13
2023-07-10,Bhamo,2
2023-07-10,Falam,2
2023-07-10,Hakha,28
2023-07-10,Kawthoung,64
2023-07-10,Kengtung,116
2023-07-10,Laukkaing,3
2023-07-10,Maungdaw,6
2023-07-10,Muse,48
2023-07-10,Myawaddy,172
2023-07-10,Myeik,83
2023-07-10,Myitkyina,2
2023-07-10,Sittwe,32
2023-07-10,Tachileik,564
2023-07-10,Tamu,17
2023-07-11,Falam,4
2023-07-11,Hakha,50
2023-07-11,Kawthoung,117
2023-07-11,Kengtung,108
2023-07-11,Laukkaing,5
2023-07-11,Maungdaw,8
2023-07-11,Muse,69
2023-07-11,Myawaddy,254
2023-07-11,Myeik,167
2023-07-11,Myitkyina,3
2023-07-11,Sittwe,58
2023-07-11,Tachileik,709
2023-07-11,Tamu,24
2023-07-12,Falam,3
2023-07-12,Hakha,32
2023-07-12,Kawthoung,78
2023-07-12,Kengtung,91
2023-07-12,Laukkaing,3
2023-07-12,Maungdaw,4
2023-07-12,Muse,55
2023-07-12,Myawaddy,262
2023-07-12,Myeik,117
2023-07-12,Myitkyina,1
2023-07-12,Sittwe,41
2023-07-12,Tachileik,647
2023-07-12,Tamu,19
2023-07-13,Bhamo,1
2023-07-13,Falam,2
2023-07-13,Hakha,3
2023-07-13,Kawthoung,12
2023-07-13,Kengtung,11
2023-07-13,Laukkaing,20
2023-07-13,Maungdaw,3
2023-07-13,Muse,31
2023-07-13,Myawaddy,94
2023-07-13,Myeik,20
2023-07-13,Myitkyina,1
2023-07-13,Sittwe,8
2023-07-13,Tachileik,467
2023-07-13,Tamu,4
2023-07-14,Falam,3
2023-07-14,Hakha,3
2023-07-14,Kawthoung,12
2023-07-14,Kengtung,8
2023-07-14,Maungdaw,5
2023-07-14,Muse,26
2023-07-14,Myawaddy,116
2023-07-14,Myeik,17
2023-07-14,Myitkyina,2
2023-07-14,Sittwe,6
2023-07-14,Tachileik,424
2023-07-14,Tamu,4
2023-07-15,Falam,2
2023-07-15,Hakha,29
2023-07-15,Kawthoung,79
2023-07-15,Kengtung,78
2023-07-15,Laukkaing,3
2023-07-15,Maungdaw,5
2023-07-15,Muse,57
2023-07-15,Myawaddy,242
2023-07-15,Myeik,114
2023-07-15,Myitkyina,2
2023-07-15,Sittwe,40
2023-07-15,Tachileik,632
2023-07-15,Tamu,14
2023-07-16,Falam,2
2023-07-16,Hakha,13
2023-07-16,Kawthoung,49
2023-07-16,Kengtung,55
2023-07-16,Laukkaing,1
2023-07-16,Maungdaw,7
2023-07-16,Muse,31
2023-07-16,Myawaddy,165
2023-07-16,Myeik,48
2023-07-16,Myitkyina,1
2023-07-16,Sittwe,22
2023-07-16,Tachileik,549
2023-07-16,Tamu,4
2023-07-17,Falam,3
2023-07-17,Hakha,25
2023-07-17,Kawthoung,64
2023-07-17,Kengtung,64
2023-07-17,Laukkaing,2
2023-07-17,Maungdaw,10
2023-07-17,Muse,66
2023-07-17,Myawaddy,257
2023-07-17,Myeik,100
2023-07-17,Myitkyina,1
2023-07-17,Sittwe,40
2023-07-17,Tachileik,590
2023-07-17,Tamu,13
2023-07-18,Falam,1
2023-07-18,Hakha,39
2023-07-18,Kawthoung,87
2023-07-18,Kengtung,135
2023-07-18,Laukkaing,4
2023-07-18,Maungdaw,11
2023-07-18,Muse,95
2023-07-18,Myawaddy,391
2023-07-18,Myeik,143
2023-07-18,Myitkyina,1
2023-07-18,Sittwe,61
2023-07-18,Tachileik,804
2023-07-18,Tamu,17
2023-07-19,Falam,1
2023-07-19,Hakha,36
2023-07-19,Kawthoung,72
2023-07-19,Kengtung,82
2023-07-19,Laukkaing,4
2023-07-19,Maungdaw,12
2023-07-19,Muse,65
2023-07-19,Myawaddy,394
2023-07-19,Myeik,122
2023-07-19,Sittwe,45
2023-07-19,Tachileik,798
2023-07-19,Tamu,17
2023-07-20,Falam,2
2023-07-20,Hakha,13
2023-07-20,Kawthoung,32
2023-07-20,Kengtung,60
2023-07-20,Laukkaing,1
2023-07-20,Maungdaw,7
2023-07-20,Muse,26
2023-07-20,Myawaddy,202
2023-07-20,Myeik,41
2023-07-20,Sittwe,11
2023-07-20,Tachileik,592
2023-07-20,Tamu,7
2023-07-21,Falam,1
2023-07-21,Hakha,2
2023-07-21,Kawthoung,23
2023-07-21,Kengtung,33
2023-07-21,Maungdaw,5
2023-07-21,Muse,32
2023-07-21,Myawaddy,137
2023-07-21,Myeik,7
2023-07-21,Sittwe,4
2023-07-21,Tachileik,523
2023-07-21,Tamu,2
2023-07-22,Falam,1
2023-07-22,Hakha,3
2023-07-22,Kawthoung,22
2023-07-22,Kengtung,56
2023-07-22,Laukkaing,22
2023-07-22,Maungdaw,3
2023-07-22,Muse,14
2023-07-22,Myawaddy,145
2023-07-22,Myeik,10
2023-07-22,Sittwe,3
2023-07-22,Tachileik,497
2023-07-22,Tamu,2
2023-07-23,Falam,1
2023-07-23,Hakha,4
2023-07-23,Kawthoung,28
2023-07-23,Kengtung,29
2023-07-23,Maungdaw,5
2023-07-23,Muse,25
2023-07-23,Myawaddy,149
2023-07-23,Myeik,9
2023-07-23,Sittwe,3
2023-07-23,Tachileik,511
2023-07-23,Tamu,4
2023-07-24,Falam,4
2023-07-24,Hakha,2
2023-07-24,Kawthoung,25
2023-07-24,Kengtung,24
2023-07-24,Maungdaw,3
2023-07-24,Muse,15
2023-07-24,Myawaddy,154
2023-07-24,Myeik,8
2023-07-24,Sittwe,3
2023-07-24,Tachileik,564
2023-07-24,Tamu,2
2023-07-25,Falam,3
2023-07-25,Hakha,3
2023-07-25,Kawthoung,25
2023-07-25,Kengtung,29
2023-07-25,Maungdaw,5
2023-07-25,Muse,22
2023-07-25,Myawaddy,180
2023-07-25,Myeik,10
2023-07-25,Sittwe,6
2023-07-25,Tachileik,515
2023-07-25,Tamu,2
2023-07-26,Falam,4
2023-07-26,Hakha,1
2023-07-26,Kawthoung,26
2023-07-26,Kengtung,34
2023-07-26,Maungdaw,5
2023-07-26,Muse,24
2023-07-26,Myawaddy,170
2023-07-26,Myeik,11
2023-07-26,Sittwe,7
2023-07-26,Tachileik,533
2023-07-26,Tamu,4
2023-07-27,Falam,2
2023-07-27,Hakha,1
2023-07-27,Kawthoung,16
2023-07-27,Kengtung,24
2023-07-27,Maungdaw,5
2023-07-27,Muse,15
2023-07-27,Myawaddy,161
2023-07-27,Myeik,10
2023-07-27,Sittwe,5
2023-07-27,Tachileik,460
2023-07-27,Tamu,2
2023-07-28,Falam,2
2023-07-28,Hakha,1
2023-07-28,Kawthoung,21
2023-07-28,Kengtung,52
2023-07-28,Maungdaw,6
2023-07-28,Muse,16
2023-07-28,Myawaddy,122
2023-07-28,Myeik,8
2023-07-28,Sittwe,5
2023-07-28,Tachileik,495
2023-07-28,Tamu,2
2023-07-29,Falam,4
2023-07-29,Hakha,1
2023-07-29,Kawthoung,21
2023-07-29,Kengtung,42
2023-07-29,Maungdaw,4
2023-07-29,Muse,22
2023-07-29,Myawaddy,124
2023-07-29,Myeik,13
2023-07-29,Sittwe,7
2023-07-29,Tachileik,495
2023-07-29,Tamu,2
2023-07-30,Falam,3
2023-07-30,Hakha,2
2023-07-30,Kawthoung,30
2023-07-30,Kengtung,55
2023-07-30,Maungdaw,5
2023-07-30,Muse,18
2023-07-30,Myawaddy,184
2023-07-30,Myeik,12
2023-07-30,Sittwe,20
2023-07-30,Tachileik,477
2023-07-30,Tamu,2
2023-07-31,Falam,5
2023-07-31,Hakha,1
2023-07-31,Kawthoung,21
2023-07-31,Kengtung,46
2023-07-31,Maungdaw,5
2023-07-31,Muse,12
2023-07-31,Myawaddy,90
2023-07-31,Myeik,10
2023-07-31,Sittwe,6
2023-07-31,Tachileik,392
2023-07-31,Tamu,1
2023-08-01,Falam,2
2023-08-01,Hakha,1
2023-08-01,Kawthoung,16
2023-08-01,Kengtung,96
2023-08-01,Maungdaw,4
2023-08-01,Muse,13
2023-08-01,Myawaddy,78
2023-08-01,Myeik,8
2023-08-01,Sittwe,3
2023-08-01,Tachileik,539
2023-08-01,Tamu,1
2023-08-02,Hakha,1
2023-08-02,Kawthoung,10
2023-08-02,Kengtung,18
2023-08-02,Laukkaing,20
2023-08-02,Maungdaw,3
2023-08-02,Muse,33
2023-08-02,Myawaddy,51
2023-08-02,Myeik,8
2023-08-02,Sittwe,5
2023-08-02,Tachileik,494
2023-08-02,Tamu,2
2023-08-03,Falam,3
2023-08-03,Hakha,1
2023-08-03,Kawthoung,14
2023-08-03,Kengtung,25
2023-08-03,Maungdaw,7
2023-08-03,Muse,20
2023-08-03,Myawaddy,46
2023-08-03,Myeik,7
2023-08-03,Sittwe,6
2023-08-03,Tachileik,457
2023-08-03,Tamu,1
2023-08-04,Bhamo,1
2023-08-04,Falam,3
2023-08-04,Hakha,1
2023-08-04,Kawthoung,21
2023-08-04,Kengtung,43
2023-08-04,Maungdaw,5
2023-08-04,Muse,22
2023-08-04,Myawaddy,57
2023-08-04,Myeik,11
2023-08-04,Sittwe,5
2023-08-04,Tachileik,406
2023-08-04,Tamu,3
2023-08-05,Bhamo,1
2023-08-05,Falam,2
2023-08-05,Hakha,1
2023-08-05,Kawthoung,14
2023-08-05,Kengtung,62
2023-08-05,Laukkaing,19
2023-08-05,Maungdaw,5
2023-08-05,Muse,28
2023-08-05,Myawaddy,53
2023-08-05,Myeik,12
2023-08-05,Sittwe,5
2023-08-05,Tachileik,385
2023-08-05,Tamu,2
2023-08-06,Bhamo,1
2023-08-06,Falam,4
2023-08-06,Hakha,1
2023-08-06,Kawthoung,13
2023-08-06,Kengtung,22
2023-08-06,Maungdaw,6
2023-08-06,Muse,23
2023-08-06,Myawaddy,55
2023-08-06,Myeik,17
2023-08-06,Sittwe,3
2023-08-06,Tachileik,350
2023-08-06,Tamu,3
2023-08-07,Bhamo,1
2023-08-07,Falam,3
2023-08-07,Hakha,1
2023-08-07,Kawthoung,9
2023-08-07,Kengtung,17
2023-08-07,Maungdaw,5
2023-08-07,Muse,17
2023-08-07,Myawaddy,55
2023-08-07,Myeik,14
2023-08-07,Sittwe,5
2023-08-07,Tachileik,340
2023-08-07,Tamu,4
2023-08-08,Falam,3
2023-08-08,Hakha,3
2023-08-08,Kawthoung,13
2023-08-08,Kengtung,17
2023-08-08,Maungdaw,7
2023-08-08,Muse,12
2023-08-08,Myawaddy,40
2023-08-08,Myeik,11
2023-08-08,Sittwe,5
2023-08-08,Tachileik,430
2023-08-08,Tamu,3
2023-08-09,Bhamo,1
2023-08-09,Falam,3
2023-08-09,Hakha,1
2023-08-09,Kawthoung,16
2023-08-09,Kengtung,103
2023-08-09,Maungdaw,8
2023-08-09,Muse,13
2023-08-09,Myawaddy,56
2023-08-09,Myeik,13
2023-08-09,Myitkyina,1
2023-08-09,Sittwe,6
2023-08-09,Tachileik,517
2023-08-09,Tamu,4
2023-08-10,Falam,3
2023-08-10,Hakha,2
2023-08-10,Kawthoung,17
2023-08-10,Kengtung,69
2023-08-10,Laukkaing,12
2023-08-10,Maungdaw,4
2023-08-10,Muse,17
2023-08-10,Myawaddy,51
2023-08-10,Myeik,14
2023-08-10,Sittwe,7
2023-08-10,Tachileik,428
2023-08-10,Tamu,2
2023-08-11,Falam,3
2023-08-11,Hakha,2
2023-08-11,Kawthoung,15
2023-08-11,Kengtung,30
2023-08-11,Laukkaing,20
2023-08-11,Maungdaw,4
2023-08-11,Muse,45
2023-08-11,Myawaddy,38
2023-08-11,Myeik,10
2023-08-11,Sittwe,7
2023-08-11,Tachileik,440
2023-08-11,Tamu,5
2023-08-12,Falam,3
2023-08-12,Hakha,1
2023-08-12,Kawthoung,12
2023-08-12,Kengtung,16
2023-08-12,Laukkaing,1
2023-08-12,Maungdaw,2
2023-08-12,Muse,16
2023-08-12,Myawaddy,51
2023-08-12,Myeik,13
2023-08-12,Sittwe,9
2023-08-12,Tachileik,441
2023-08-12,Tamu,3
2023-08-13,Falam,3
2023-08-13,Hakha,2
2023-08-13,Kawthoung,13
2023-08-13,Kengtung,24
2023-08-13,Laukkaing,2
2023-08-13,Maungdaw,3
2023-08-13,Muse,43
2023-08-13,Myawaddy,66
2023-08-13,Myeik,8
2023-08-13,Sittwe,6
2023-08-13,Tachileik,443
2023-08-13,Tamu,4
2023-08-14,Falam,3
2023-08-14,Hakha,4
2023-08-14,Kawthoung,13
2023-08-14,Kengtung,32
2023-08-14,Maungdaw,5
2023-08-14,Muse,12
2023-08-14,Myawaddy,47
2023-08-14,Myeik,9
2023-08-14,Sittwe,6
2023-08-14,Tachileik,419
2023-08-14,Tamu,2
2023-08-15,Falam,2
2023-08-15,Hakha,3
2023-08-15,Kawthoung,18
2023-08-15,Kengtung,35
2023-08-15,Laukkaing,1
2023-08-15,Maungdaw,4
2023-08-15,Muse,24
2023-08-15,Myawaddy,55
2023-08-15,Myeik,13
2023-08-15,Sittwe,4
2023-08-15,Tachileik,425
2023-08-15,Tamu,3
2023-08-16,Bhamo,7
2023-08-16,Falam,6
2023-08-16,Hakha,4
2023-08-16,Kawthoung,20
2023-08-16,Kengtung,36
2023-08-16,Laukkaing,3
2023-08-16,Maungdaw,2
2023-08-16,Muse,15
2023-08-16,Myawaddy,76
2023-08-16,Myeik,17
2023-08-16,Sittwe,9
2023-08-16,Tachileik,480
2023-08-16,Tamu,3
2023-08-17,Bhamo,3
2023-08-17,Falam,4
2023-08-17,Hakha,4
2023-08-17,Kawthoung,21
2023-08-17,Kengtung,58
2023-08-17,Laukkaing,1
2023-08-17,Maungdaw,2
2023-08-17,Muse,18
2023-08-17,Myawaddy,94
2023-08-17,Myeik,11
2023-08-17,Sittwe,7
2023-08-17,Tachileik,436
2023-08-17,Tamu,3
2023-08-18,Bhamo,4
2023-08-18,Falam,3
2023-08-18,Hakha,1
2023-08-18,Kawthoung,20
2023-08-18,Kengtung,29
2023-08-18,Maungdaw,3
2023-08-18,Muse,14
2023-08-18,Myawaddy,69
2023-08-18,Myeik,13
2023-08-18,Myitkyina,1
2023-08-18,Sittwe,10
2023-08-18,Tachileik,440
2023-08-18,Tamu,4
2023-08-19,Bhamo,15
2023-08-19,Falam,2
2023-08-19,Hakha,6
2023-08-19,Kawthoung,17
2023-08-19,Kengtung,32
2023-08-19,Laukkaing,1
2023-08-19,Maungdaw,5
2023-08-19,Muse,20
2023-08-19,Myawaddy,80
2023-08-19,Myeik,20
2023-08-19,Sittwe,13
2023-08-19,Tachileik,452
2023-08-19,Tamu,7
2023-08-20,Bhamo,3
2023-08-20,Falam,4
2023-08-20,Hakha,7
2023-08-20,Kawthoung,26
2023-08-20,Kengtung,55
2023-08-20,Laukkaing,2
2023-08-20,Maungdaw,9
2023-08-20,Muse,17
2023-08-20,Myawaddy,87
2023-08-20,Myeik,16
2023-08-20,Sittwe,25
2023-08-20,Tachileik,461
2023-08-20,Tamu,2
2023-08-21,Bhamo,1
2023-08-21,Falam,6
2023-08-21,Hakha,4
2023-08-21,Kawthoung,11
2023-08-21,Kengtung,47
2023-08-21,Laukkaing,5
2023-08-21,Maungdaw,6
2023-08-21,Muse,36
2023-08-21,Myawaddy,142
2023-08-21,Myeik,12
2023-08-21,Sittwe,6
2023-08-21,Tachileik,470
2023-08-21,Tamu,2
2023-08-22,Bhamo,2
2023-08-22,Falam,2
2023-08-22,Hakha,3
2023-08-22,Kawthoung,13
2023-08-22,Kengtung,16
2023-08-22,Laukkaing,1
2023-08-22,Maungdaw,5
2023-08-22,Muse,12
2023-08-22,Myawaddy,189
2023-08-22,Myeik,12
2023-08-22,Sittwe,9
2023-08-22,Tachileik,437
2023-08-22,Tamu,2
2023-08-23,Bhamo,3
2023-08-23,Falam,1
2023-08-23,Hakha,3
2023-08-23,Kawthoung,12
2023-08-23,Kengtung,21
2023-08-23,Maungdaw,5
2023-08-23,Muse,17
2023-08-23,Myawaddy,132
2023-08-23,Myeik,11
2023-08-23,Sittwe,4
2023-08-23,Tachileik,397
2023-08-23,Tamu,2
2023-08-24,Bhamo,3
2023-08-24,Hakha,3
2023-08-24,Kawthoung,17
2023-08-24,Kengtung,8
2023-08-24,Maungdaw,3
2023-08-24,Muse,12
2023-08-24,Myawaddy,169
2023-08-24,Myeik,13
2023-08-24,Sittwe,4
2023-08-24,Tachileik,423
2023-08-24,Tamu,4
2023-08-25,Falam,1
2023-08-25,Hakha,3
2023-08-25,Kawthoung,8
2023-08-25,Kengtung,8
2023-08-25,Maungdaw,3
2023-08-25,Muse,15
2023-08-25,Myawaddy,144
2023-08-25,Myeik,13
2023-08-25,Sittwe,5
2023-08-25,Tachileik,414
2023-08-25,Tamu,3
2023-08-26,Falam,2
2023-08-26,Hakha,3
2023-08-26,Kawthoung,12
2023-08-26,Kengtung,12
2023-08-26,Laukkaing,1
2023-08-26,Maungdaw,4
2023-08-26,Muse,5
2023-08-26,Myawaddy,66
2023-08-26,Myeik,10
2023-08-26,Sittwe,6
2023-08-26,Tachileik,441
2023-08-26,Tamu,4
2023-08-27,Falam,3
2023-08-27,Hakha,1
2023-08-27,Kawthoung,27
2023-08-27,Kengtung,18
2023-08-27,Maungdaw,3
2023-08-27,Muse,19
2023-08-27,Myawaddy,70
2023-08-27,Myeik,7
2023-08-27,Sittwe,5
2023-08-27,Tachileik,456
2023-08-27,Tamu,1
2023-08-28,Falam,2
2023-08-28,Hakha,5
2023-08-28,Kawthoung,14
2023-08-28,Kengtung,22
2023-08-28,Laukkaing,7
2023-08-28,Maungdaw,2
2023-08-28,Muse,19
2023-08-28,Myawaddy,56
2023-08-28,Myeik,12
2023-08-28,Sittwe,5
2023-08-28,Tachileik,441
2023-08-28,Tamu,3
2023-08-29,Falam,4
2023-08-29,Hakha,1
2023-08-29,Kawthoung,10
2023-08-29,Kengtung,12
2023-08-29,Maungdaw,5
2023-08-29,Muse,7
2023-08-29,Myawaddy,58
2023-08-29,Myeik,11
2023-08-29,Sittwe,6
2023-08-29,Tachileik,444
2023-08-29,Tamu,2
2023-08-30,Falam,4
2023-08-30,Hakha,3
2023-08-30,Kawthoung,14
2023-08-30,Kengtung,23
2023-08-30,Maungdaw,5
2023-08-30,Muse,12
2023-08-30,Myawaddy,75
2023-08-30,Myeik,14
2023-08-30,Sittwe,20
2023-08-30,Tachileik,458
2023-08-30,Tamu,5
2023-08-31,Bhamo,1
2023-08-31,Falam,4
2023-08-31,Hakha,1
2023-08-31,Kawthoung,12
2023-08-31,Kengtung,29
2023-08-31,Maungdaw,4
2023-08-31,Muse,23
2023-08-31,Myawaddy,92
2023-08-31,Myeik,12
2023-08-31,Sittwe,4
2023-08-31,Tachileik,413
2023-08-31,Tamu,3
2023-09-01,Bhamo,1
2023-09-01,Falam,4
2023-09-01,Hakha,3
2023-09-01,Kawthoung,12
2023-09-01,Kengtung,73
2023-09-01,Maungdaw,7
2023-09-01,Muse,16
2023-09-01,Myawaddy,62
2023-09-01,Myeik,8
2023-09-01,Sittwe,5
2023-09-01,Tachileik,452
2023-09-01,Tamu,3
2023-09-02,Bhamo,1
2023-09-02,Falam,4
2023-09-02,Hakha,2
2023-09-02,Kawthoung,11
2023-09-02,Kengtung,37
2023-09-02,Maungdaw,6
2023-09-02,Muse,22
2023-09-02,Myawaddy,91
2023-09-02,Myeik,12
2023-09-02,Sittwe,6
2023-09-02,Tachileik,449
2023-09-02,Tamu,2
2023-09-03,Bhamo,1
2023-09-03,Falam,7
2023-09-03,Hakha,3
2023-09-03,Kawthoung,10
2023-09-03,Kengtung,17
2023-09-03,Maungdaw,5
2023-09-03,Muse,16
2023-09-03,Myawaddy,126
2023-09-03,Myeik,15
2023-09-03,Sittwe,3
2023-09-03,Tachileik,498
2023-09-03,Tamu,4
2023-09-04,Bhamo,1
2023-09-04,Falam,5
2023-09-04,Hakha,4
2023-09-04,Kawthoung,15
2023-09-04,Kengtung,8
2023-09-04,Maungdaw,2
2023-09-04,Muse,15
2023-09-04,Myawaddy,116
2023-09-04,Myeik,13
2023-09-04,Sittwe,7
2023-09-04,Tachileik,440
2023-09-04,Tamu,4
2023-09-05,Bhamo,1
2023-09-05,Falam,4
2023-09-05,Hakha,4
2023-09-05,Kawthoung,12
2023-09-05,Kengtung,62
2023-09-05,Maungdaw,3
2023-09-05,Muse,11
2023-09-05,Myawaddy,194
2023-09-05,Myeik,11
2023-09-05,Sittwe,3
2023-09-05,Tachileik,475
2023-09-05,Tamu,5
2023-09-06,Bhamo,1
2023-09-06,Falam,3
2023-09-06,Hakha,4
2023-09-06,Kawthoung,12
2023-09-06,Kengtung,30
2023-09-06,Maungdaw,2
2023-09-06,Muse,10
2023-09-06,Myawaddy,172
2023-09-06,Myeik,10
2023-09-06,Sittwe,2
2023-09-06,Tachileik,409
2023-09-06,Tamu,10
2023-09-07,Bhamo,1
2023-09-07,Falam,1
2023-09-07,Hakha,4
2023-09-07,Kawthoung,12
2023-09-07,Kengtung,27
2023-09-07,Maungdaw,4
2023-09-07,Muse,13
2023-09-07,Myawaddy,124
2023-09-07,Myeik,13
2023-09-07,Sittwe,3
2023-09-07,Tachileik,481
2023-09-07,Tamu,8
2023-09-08,Bhamo,2
2023-09-08,Falam,1
2023-09-08,Hakha,5
2023-09-08,Kawthoung,14
2023-09-08,Kengtung,53
2023-09-08,Maungdaw,7
2023-09-08,Muse,32
2023-09-08,Myawaddy,170
2023-09-08,Myeik,11
2023-09-08,Sittwe,3
2023-09-08,Tachileik,501
2023-09-08,Tamu,11
2023-09-09,Bhamo,3
2023-09-09,Falam,3
2023-09-09,Hakha,3
2023-09-09,Kawthoung,16
2023-09-09,Kengtung,20
2023-09-09,Maungdaw,5
2023-09-09,Muse,16
2023-09-09,Myawaddy,178
2023-09-09,Myeik,11
2023-09-09,Sittwe,3
2023-09-09,Tachileik,541
2023-09-09,Tamu,9
2023-09-10,Bhamo,3
2023-09-10,Falam,1
2023-09-10,Hakha,3
2023-09-10,Kawthoung,15
2023-09-10,Kengtung,52
2023-09-10,Maungdaw,4
2023-09-10,Muse,12
2023-09-10,Myawaddy,165
2023-09-10,Myeik,11
2023-09-10,Sittwe,3
2023-09-10,Tachileik,465
2023-09-10,Tamu,13
2023-09-11,Bhamo,2
2023-09-11,Falam,8
2023-09-11,Hakha,6
2023-09-11,Kawthoung,15
2023-09-11,Kengtung,42
2023-09-11,Maungdaw,5
2023-09-11,Muse,15
2023-09-11,Myawaddy,139
2023-09-11,Myeik,11
2023-09-11,Sittwe,2
2023-09-11,Tachileik,425
2023-09-11,Tamu,11
2023-09-12,Bhamo,1
2023-09-12,Falam,3
2023-09-12,Hakha,6
2023-09-12,Kawthoung,18
2023-09-12,Kengtung,30
2023-09-12,Maungdaw,4
2023-09-12,Muse,33
2023-09-12,Myawaddy,122
2023-09-12,Myeik,11
2023-09-12,Sittwe,4
2023-09-12,Tachileik,419
2023-09-12,Tamu,11
2023-09-13,Bhamo,3
2023-09-13,Falam,2
2023-09-13,Hakha,4
2023-09-13,Kawthoung,19
2023-09-13,Kengtung,46
2023-09-13,Maungdaw,6
2023-09-13,Muse,27
2023-09-13,Myawaddy,226
2023-09-13,Myeik,9
2023-09-13,Sittwe,3
2023-09-13,Tachileik,384
2023-09-13,Tamu,9
2023-09-14,Bhamo,3
2023-09-14,Falam,4
2023-09-14,Hakha,5
2023-09-14,Kawthoung,20
2023-09-14,Kengtung,25
2023-09-14,Maungdaw,5
2023-09-14,Muse,19
